texts,scores,class
"I don't have anything to say other really? This is the kind of ""journalism"" that is a PLAGUE. ~",0,0
Rainbows always give me hope and assurance that all will be well.,0,0
". You Sleep Now. . Photo from , I added the Luckys love for everyone . . Pillow & Lucky is a cartoon series about hard life on the fringes of society. A ""do what it takes"" Blonde, a stray cat, their friendship, their hustle and their philosophies on life at street level. .",0,0
Is that a euphemism? . . . . .,0,0
Gentleman - is it that hard?!?!,0,0
Put your foot back in you mauth where it belongs . . . . .,0,0
"Celebrities are literally posting garbage nothing random shots and have 22 gajillion followers. Like, what are we looking at, brah? So heres a shot of my dope ass dawg named Cash inside my 90s sweatshirt.",0,0
"Wow. This picture is of the innocent young me. The bruised and broken me! I had no idea what pain really was at this time in my life. I knew I encountered things that wasn't normal, things I didn't want but... I was still a kid. My life had stages... during this stage I was bullied daily because of my birthmark. Now I stand proud of the skin I'm in! That mark in the middle of my head is part of me. Now if you want a laugh, my mom had this picture and I had to snatch it up. Check out what I wrote on the back for someone. Lol Join us on November 2, 2019. 2 to 5 as we discuss overcoming trauma! You don't want to miss this. Ticket sales end soon! Grab yours. Link in bio!",0,0
Which one? Comment below Follow . .,0,0
"Two eggs for Two erogenous zones. The eggs (not controller) are water resistant so it is easy to clean. The multi-speed adjustable vibrations are conveniently controlled by a twist of the dial.  They come in pink, purple & green       $11.39 ",0,0
"Do not touch her with your filthy thoughts as you walk down the road, any road. For she will go on. . Do not look at her ambitions with your sense of supreme entitlement, delusional rather. For she will go on. . Do not assassinate her reputation for your lust of momentary limelight, contemptuous really. For she will go on. . Don't you dare bruise her heart to take her down if all else fails. I promise you, she will go on. . .",0,0
"Why feminists are not talking about it? Who ll hold them responsible who accused him of harassment? Fake harrasmant allegations have has resulted in a suicide, suicide of a professor, who lost everything due to this bullshit. Why our lives don't matter?",0,0
When you literally want to punch someone dead in the mouth stillshakingmydamnheadville,0,0
The calm after the storm . . .   ,0,0
Which one ? Comment below . Credit to Artist . . Follow Follow Follow Tag your friends,0,0
What a miracle the heart is...,0,0
"Fuck and all motivations and manifestations of hate, inequity & othering. ? YEP.",0,0
Conj. P I R C A,0,0
"This statue has a kinda sad and beautiful story, but the one I'm going to tell you today is another one, it's the one that happened when I was taking this photo. I was making the best of the moment since there was no tourist groups there at the moment and I could take some clean shots, I walked down a bunch of slippery rocks to try this angle because it seemed a nice one, when I was ready to take the shot, feet secured in gaps to be stable and not slide down and fall to the rocks and then the river because I couldn't grab on anything as I was holding the camera, I heard a tour guide from above, on the bridge, saying to his group of tourist ""yeah there is the fish-man statue, blah blah blah, yeah some girls enjoy snapping his crotch, very well very well"" so here I was, apparently risking falling down and get some nice injuries just to snap a pic of the crotch of a statue. It probably was just a funny comment, there was not evil in it, I'm not even 100% sure if he said it because of me or if it's something he always says, it probably shouldn't be a big deal, but I don't care. (1/2)",0,0
A quick hairdo for the week. Contact me for a hairdo for your little ones or for yourself!,0,0
Is a sentence every woman has heard multiple times. Any men who've been asked this question? Curious about your stories,0,0
"""slut"" the term slut used for abusing girls and for being cool infront of their friends...is it so cool? To call someone a slut when u abuse that girl or that women who is suffering from her own personal problems...is it? does dating guys or having many ex's means that the girl is a slut? without having sex. for people nowadays it's cool to abuse and call girls slut but ever thought that what problems or situations the girl/women is going through. many girls throughout the world are being called sluts...many are commiting suicides daily...is it so cool to call her a slut? It is non of your business if that girl is dating many guys or having many ex's that's her bloody personal life not yours...stop calling her a slut BEING CALLED SLUT IS BLOODY DISRESPECTFUL ~k",1,1
Repost from the gorge I really do apprechiate every single one of you,0,0
The deepnude app is the latest terrifying invasion of privacy which uses AI to undress photos of women. Protest with the DEEPNUDE THIS T-Shirt,0,0
More info about today's prompts! . .,0,0
"We have been called SEXIST believe it or not , (by both women and men) All because we are a Women's Only gym. We also had one girl comment on a post "" Ugh a Womens' Only gym, I just don't get them! "" If you are a Confident and Assertive person, you more than likely will never relate to someone who has Fears or Anxiety about going into a gym to train, let alone do resistance / weight training. You probably can't see their point of view or understand their feelings and thought process. Over the years, we have heard so many clients tell us that they felt Stupid, Embarrassed, Self Conscious and Shy to go into regular gyms. They felt like they were 'in the way' of the lads doing the big weights or embarrassed that they were 'doing it all wrong'. We wanted to provide an environment where we took away that obstacle to training and create one where women could come to learn and be coached without feeling those stresses. We also wanted to create a sense of community while having a bit of craic. Usually we see a big boost in our clients confidence and self belief after a short time training. What are your thoughts? We'd love to hear them.",1,1
"""Skirts & dresses must not show private areas when sitting, walking, climbing stairs, or doing normal school activities,"" says the dress code at Albert Einstein High School in suburban Maryland. As Joe Heim in the notes, this dress code ""didn't leave much to the imagination."" The goal may be desexualization, but the fact that the dress code explicitly calls attention to girls' bodies means that teachers & administrators must look at girls' bodies in a sexualized manner. This is one of the fundamental problems with dress codes. *** Being (policed, judged, shamed over your clothing) affects nearly all girls & women at some point. *** Message or email me (leoratan.com) if you want to participate in this project. ***",1,1
"Their weight Their hair Their tattoos Their piercings Their scars Their diet Their choices You live your life and let others live theirs. ,",0,0
"Seen today. This is just fucked. And no, it seems advertising has not come a long way, baby.",0,0
Fun Trivia Post WHY DO WE FEEL WE ARE MORE OBSERVANT THAN OTHER PEOPLE?,0,0
"What are we missing???? this when thirst trapping knows no bounds. No heights to the outrage once you're a conversation piece Well mission accomplished, cuz we gotta talk about this chit.",0,0
"? ? Learning leads Education gives one the tools to change for purpose Purpose allows one to change because of desire Desire leads one to setting goals which leads one to create ambition Ambition leads one change and to be an activist Activism leads one to becoming a leader with purpose and VISION and all the glory and skills of the for mentioned. Be the change, to make the change for the purpose of good. Look at the landscape, the leaders today are all Ivy League trained robots, first in finance and now in tech. Same guy, one wheres a suit to do evil. The other a hoodie for the same evil. Suits of armor for destruction. Mark Zuckerberg is not Steve Jobs. One had a vision, one stole an idea. One used his vision to accomplish his goals, one just stole someone else idea for monetization. All men wear a suit of armor to work. Whats yours being used for? Some of the smartest and dumbest people have graduated and dropped out of Harvard. Whos winning? They do not represent the people, but your letting them. They all, every single one of these establishment HYPOCRITES, only care about your vote or your money. Beware of wolves in sheeps clothing! Remember fathers are men and mothers are women. The are supposed to create a balanced human. Whatever that amounts to or looks like. All lives matter. Why does one have to be put down for the other to rise up. All lives matter. Be the ball. Choose your own destiny!",0,0
Hey guys sorry Ive been gone for so long schools been gettin the way. Heres a quick look with the dream with a vision pallet and eyeshadow brushes -            ,0,0
"Never used our app before? Now you can report sexual harassment, conduct audits, blog,",0,0
"When the Catnip got you hearing all the Colors, Man. . Special Thanks to and her cat Zephyr . Pillow & Lucky is a cartoon series about hard life on the fringes of society. A ""do what it takes"" Blonde, a stray cat, their friendship, their hustle and their philosophies on life at street level. .",0,0
why ??? Ignore ~ ~ ~(All credits to the owner),0,0
"Trigger RAPE. I was friend requested on FB by some dude who had several mutual friends and I usually delete those requests, but I didnt this time because he worked in a similar field as me and I like to network with those people. He posted a really cringey meme that sparked a hot debate on rape victim blaming. You know the what was she wearing, was she drunk or being flirty... she mustve been asking for it. I and another woman presented an articulate defense in a strong, but not hateful way. Thats when the misogynists started creeping on our profiles and calling us all sorts of horrible names, attacking our character, even attacking our children. One even told me I was an old, ugly hag with saggy boobs that no one would ever touch, so I shouldnt have worries about getting raped. You know, this didnt even piss me off. All it did was expose himself to look like a fucking dumbass. I am a rape and assault survivor. My first assault- I was 16 years old. I was not wearing provocative clothing, I was not drinking or asking for it. I was at a friends house in high school and he and his friend drugged me- I was literally drinking Sprite and eating Cheetos . I was in and out of consciousness as they moved a coffee table and pulled my 410 body like a ragdoll on the floor, both of them assaulting me fully while I couldnt move, I couldnt scream, and was blacking out during the attack. I share this because no one is going to tell me I have saggy boobs and no one is going to tell a woman that she was asking to be raped. You try and stick your finger in a mans ass during sex and they clearly know when consent stops. Ill dress how I want, thats not an invitation. . .",0,0
"Alaska Attractive Rayon Gold Printed Kurtis Vol 1 Rayon M 38 in, L - 40 in, XL - 42 in, XXL - 44 in 2.4 Mtr Up To 50 in Stitched It Has 1 Piece Of Women's Kurti Gold Printed 2  3 Days . . . .. . .",0,0
"One for the record before the relentless summer heat  takes its toll. My garden faces the wrong way so many of my less hardy plants need to be grown in pots. When we purchased this home the trade was I'll get ya your own garden shed but I want that massive big shed & a pool. Unfortunately I missed the clause about ""no bloody trees near the pool, no trees or shrubs near the house as I hate clearing gutters!"" The neighbour also says ""no bloody trees near my pool, fence, gutters, house blah blah blah!"" One said if I catch one leaf from your garden in the pool I'll chop the bloody thing down. The other said if you plant anything but frangipanis near my yard I'll kill the bloody thing & he did! (4 gone & another on its way out ) So I manage as best I can & I'm grateful for the garden I have (But she quietly says to herself.... wait your time garden girl 'cause when we downsize you get to choose & a massive big shed & a ""bloody pool"" ain't on your wish list)",0,0
Visiting the beautiful city of Dresden. . . . . . . . . . . . .,0,0
"Fellas, this is why you don't buy sex toys larger than a pringles can. Any bigger and you have to dispose of it Dexter style, and then it washes up on a beach like a dying sea monster.",0,0
This is amazing! Follow for more content All credit DM pls? Follow follow also,0,0
" Nymphomania, or hypersexuality, refers to an extremely frequent or suddenly increased libido. Historically, nymphomania has referred to hypersexuality in women and ""satyriasis"" the same in men.  As a clinical diagnosis, nymphomania is controversial. It is not considered a formal diagnosed disorder by mental health professionals. Including ""sexual addiction"" in the DSM (Diagnostic and Statistical Manual of Mental Disorders) - a set of standard criteria for the classification of mental disorders - has been suggested but as yet is not included, although hypersexuality is sometimes included as a symptom of other mental disorders. Nymphomania has also been used as a derogatory label to discredit women with high sex drives or sexual desires considered to be ""abnormal"". Labeling a woman a ""nymphomaniac"" is closely linked to slut-shaming where a woman is judged for having sex, enjoying sex or having sex with multiple partners. Sex positivity allows for the full spectrum of human sexual desires and means taking a non-judgemental stance towards someone's sex life, no matter how much or how little sex they choose to have. . . . . . Image by ?? Tag them if you know! via  . . . . .  ",0,0
Hes turning one in two days.,0,0
Follow us at out fan,0,0
Morning motivation! Tag someone in your life that empowers you!   ,0,0
Yes or no? . . . Follow for more. . . . Check out,0,0
"and . These are good hashtags. Clear and silly. Im not the best at hashtags. I use one then another. There are very few I use on a daily basis. I like to tuck my into corners and on the front pages of the internet. This place is weird. It hurts my heart to see its brutality, less so its vulgarity, though that stings too. Words are just words, even if they wound or prick. Brutality leaves welts and open wounds and grieving families. was someones dear friend, a baby sister, a child herself. I celebrate because I know that being and sexually empowered is also being vulnerable to rape and assault, not just . I learned the last name of someone I adore. Theyre a bit of famous so I was curious as to the how and why of their celebrity. I wish Id never looked them up. is too close to , even here, where Im so new. I have a practice of forgiveness, but Im scared of everyday sexual predators, the ones in power and the ones in the hood back home or here in the worlds oldest colony. Im scared of men who were simply raised to be , who see womens bodies as objects, products, possessions, even through the haze of romantic affection. I wish I were a cat, though I dont know what kind Id be. Im not a . Im too proud and equally insecure to survive on the streets. Ill fight to the finish here, there, everywhere as tears slide down my face. (Was the ever true? Is it even true today?) Maybe Im a , radical activist and zany comic book character. A with a big head and no real mouth? A who roars in the night? Who knows? Maybe and her dusty, dry beans for toes.",0,0
There are 11 names on this poster. All of them male. The female star in the image doesn't even get her name on the poster.,0,0
Hope looks forward. Faith knows it has already received and acts accordingly.  Florence Shinn . . .,0,0
Happy little ... ( not ),0,0
what could go wrong - -,0,0
" The Exclamation / Capsule Collection - someones wife - someones daughter - someones sister - someones mother  We launched The Exclamation capsule collection in order to point out that every woman out there is a daughter of someone, sister of another, mother, wife and more... Violence is not cultural, its criminal!  online & showroom",0,0
GbmtiF GU]RWk gIHSLw ]u[LJC tpe`VQ ryfhJH \upPqM TGppAm xtsFEF JGT]WF uHSrzB ux]Qvk ]XDBRP UjdPhZ EDuMay AY[fC\ `DVgVW QFsoRX P`Dnps Lupzwx `mFUZD Ezqbr[ PJ`HHH td^tJZ oLw^NO AgpZoc A[BSiw,0,0
I read somewhere that alpha women like to dominate sexually Well- Im an alpha woman - and - While I love the sense of control I have sexually (she who has the pussy has the control)- I actually enjoy the submissiveness of sex to an alpha male. For a control freak like me- this is the only time I am able to let go of control and still get my needs met (and ohhhhh- how they get met ) With the right man With the right communication With the right level of trust There is a power in submissiveness- the act of letting go - trusting another person with your body - with your heart - with your soul To allow yourself this level of vulnerability - this level of powerlessness - is the ultimate in intimate power Chris and I have an agreement - Fuck safe words. They dont exist or you are practicing controlled submission. Sometimes you have to let go and fuck - be controlled - let yourself become totally free and totally immersed into the pleasure of the experience !! Follow me for more info on how to and experience,0,0
It will be okay. . .,0,0
"Today I turned 25 in my favorite place in the world, next to my favorite person in the world. Couldnt be more lucky and grateful. Thank you to everyone who made me feel special . . . . . . . . . . . .",0,0
"These rainbow metal beauties are getting retired. We've still got a few available, but they won't be restocked again, so don't miss out if you've had your eye on this one! . . .",0,0
"SEXUAL HARASSMENT.. . . This article is written in a hugely problematic way. . . Lets start with the headline. The headline itself tries to justify this mans disgusting behaviour by explaining that the sexual harassment began after a steamy Christmas party - the truth being that the victim had danced sexually with her manager at the party and told him she wasnt wearing underwear. Yes, that is sexual behaviour. Yes, she seems to be initiating sexual relations with him. However, the headline fails to mention that when the completely unwelcome and unreciprocated workplace sexual harassment began (including kissing her uninvited and without warning, putting his hands inside her clothing, sitting her on his knee, asking her for sex/sexual favours and much more than just the question in the headline), the victim made it very clear that she was not interested. She made it very clear that she felt uncomfortable and yet it continued. At this point, any sexual behaviour at a work Christmas party is null, void and irrelevant to the case. This headline fails to really tell the story and depicts the victim as a flakey woman who changed her mind last minute and made a bogus sexual harassment claim. . . Second problem with JUST the headline. The DM seem to try to garner some sympathy for the abuser by explaining his gross and inappropriate behaviour as an infactuation. This word has romantic and passionate connotations. There is nothing romantic or passionate about sexual harassment. . . The body of the article itself goes on to describe him as a family man who has ran an honest business since the 90s. Which is more COMPLETELY IRRELEVANT INFORMATION only included to try to demonise the victim and gain sympathy for the harasser. It invites the comments of how she has ruined his career and cant take a joke by reporting his harassment. . . If there are any male (or female) followers out there who are unsure of how to approach women and date without being accused of harassment or rape in this generation we live in, the answer is dont do anything creepy and youll be fine. The linked article is a great starting point for understanding further.",0,0
"When we experience trauma, or even simple rejection, at work, we often spiral into a cycle of self-criticism and suspicion. We constantly ask ourselves questions like, ""What am I doing wrong? What are they thinking about me? What if I'm not cut out for this?"" This feels terrible, and our brains are quick to list everything that's wrong with us.  These self-criticisms are not observations. They are self-abuse.   The process of simply shifting the questions we ask ourselves every day can make a huge difference. Instead of ""What's going wrong?"" my clients often try out asking their brains questions like, ""How can I build more support?"" ""What if I'm right?"" and ""What if I inherently deserve respect?""   Instead of asking, ""Who might be out to get me?"" we shift to ""Who is a potential ally?"" Redirecting our brains to see what is working in our favor helps shift power dynamics to create the outcome we want.   More on that  If you know someone who feels alone and afraid at work, encourage them to reach out. I'd love to talk and see if I can help.  ",0,0
I laugh every single time I make this.,0,0
"Sat in the Toby, drinking coffee, watching him nail this knowing tomorrow he'll be ripped with abs showing",0,0
Follow . . . . . . . . .photo .clicks .of.india photos .of.india .photo.inspiration .photo .up,0,0
"How many times do we have to share our stories until we are believed? Ive been sharing mine since I was eleven, Im almost fifty.",0,0
Welcome to human decency.  ,0,0
god likes touching little boys - - -,0,0
Follow Follow Follow Follow . . . . .,0,0
platform 13x19 handmade collage. (2012) . .,0,0
Husband material . . . . .,0,0
"My many scars are both from physical and mental ""injuries"" and I know that it affected my character, there's no doubt about it. All and all it was for the best. I'm proud of the strength that I have acquired through out my life's battles.",0,0
"Nem as bonecas aguentam mais os idiotas, machistas e misginos! // Not even dolls can stand idiots, sexists and misogynists. ",0,0
"Here is a short clip from the Webs circus. Please come join us in Knoxville, Johnson City (ETSU), Asheville or Swannanoa (WWC). Link for info and tickets in bio. ^^^^^^^^^^ .x",0,0
We want to hear from YOU!,0,0
wow my life is really going down hill haha hru doing - - - - - - - -,0,0
but also not your responsibility to report if thats not what will help you heal    ,0,0
Stupid is fucking everywhere. Do better. Always be learning.,0,0
I hate when retired hoes try to act like they were never hoes. ,0,0
When bae and I are in a fight and all I want is some make up,0,0
"I'm always asked, 'What's the secret to success?' But there are no secrets. Be humble. Be hungry. And always be the hardest worker in the room. . . .",0,0
I always wondered how deep the soul could go. I won't stop you from yourself. I will marvel at the reasoning. . . . . . Reposted from,0,0
Does liking me means he can sexually assault . . .,0,0
"Just over here shamelessly swooning over my baby daddy He may put empty packets back in the fridge leave wet towels on the floor and give me heart attacks every time he plays wrestling/airplanes/baby bicep curls with Daisy, but watching this guy love our girl gives me all the feels",0,0
This is secretly a video of me - - - - - - - - - - - -,0,0
All I want is books. Books and rain. Rain and books. Thats all.,0,0
Ill sure go and get him cr  ,0,0
"Thank you for listening and changing this article! As explained in the original post, these micro messages are all around us and they reinforce unnecessary and outdated stereotypes. The more we bring attention to them, the more we can change. Thank you to everyone who commented and helped build the case.",0,0
head is gay - - - - - - - -,0,0
Comment below . . Felow me,0,0
If you have the money and resources and white privilege on your side and your children can't on their own merits get into a good school then that's on you. Nobody should have to wait for your child to catch up.,0,0
A mixed thread from Swipe to see all 10 pictures!  . Please note that some of the pictures has text that is and . .,0,0
! is He If a female Dalai Lama comes then she should be more attractive.,0,0
"Posted  .and.ancestors In February 1970, Kathleen Cleaver, communication secretary of the Black Panther Party (BPP), was asked by a reporter from the womens page of the Washington Post what she thought was a womans role in the revolution. She responded, in No one ever asks what a mans place in the Revolution is.1 To many, the BPP conjures up a hypermasculine image of Black men in leather coats and berets carrying shotguns. Yet at its heightaccording to a survey conducted by Chairman Bobby Seale in 1969the party membership was over 60 percent female.2 These women were integral to every aspect of party life, including serving as prominent leaders. Yet until recently, much of their work has been sidelined in historical research and popular media. Recent scholarship is shedding light on the role of women in the BPP and the Black struggle more broadly. For activists involved in todays strugglesfrom women who have been at the forefront of the Black Lives Matter movement, to the widespread impact and identification with (which among other things has prompted a reckoning with sexism within activist spaces), to the popular use of the term intersectionality to make sense of the interlocking forces of racial, class, and gendered oppressionthe experience of women in the BPP offers a host of lessons. The BPP emerged in an era of global mass revolt. In the United States, the struggle against anti-Black racism was the central flashpoint that opened up a mass radicalization around a whole host of issuesfrom war and imperialism, to womens and LGBT oppression, to class inequality and capitalism. By the end of the 1960s, millions of young Americans believed a revolution was necessary in this country and thousands flooded into revolutionary groups like the BPP. The BPPs Ten Point Program outlined a vision for liberation, encompassing demands for jobs, housing, education, and self-determination. In its early phase, the partys activity focused on point the fight against police brutality. Making use of their Constitutional rights, the Panthers boldly asserted their intention to use arms to defend the Black community from pol",0,0
The bizarre and racist history of BMI.,0,0
A lil' sun for rainy days - Croatia 06-2019 -,0,0
HAPPY THURSDAY Was feelin cute in this Pom Pom cardigan from - i waited so long for it to come back in stock because I saw it online and needed it,0,0
Feeling that inner body! This is currently my FAVORITE choreography!! by in SJD Very soon gonna head to Australia and DANCING there! so EXCITED to start my journey!,0,0
Ill mix it up and serve it for you,0,0
Dear Santa Letter & envelope ready to be written to Santa 1 &boys,0,0
Im in a relationship with my bed  Mention someone Who loves to sleep all day . . . . . . . . . . . . . .,0,0
Tyler Posey follow for more hot guys to spice up your feed ----   ,0,0
"When I was 18 I had the chance through my local Community College to study abroad in London, England for 3 months. As a person who had been passionate about theater and history and separated from my English mother and family, this was a trip of a lifetime, a chance to answer questions I'd always had. At the time, I was still dating my high school boyfriend and I told him how excited I was for it, wondering if he would want to come along. Upon hearing this, my abstinence-only parents told me that if he went I would have to stay home. It was so important to them that I didn't have sex before marriage that they were going to ostensibly let me miss out on this trip because, unsupervised in another country, they saw sex as inevitable--even though I wore a purity ring and had promised I wouldn't have sex before marriage and was terrified of getting pregnant out of wedlock because my parents did and my birth mother ultimately chose not to be with my dad and I anymore--I thought I could avoid that pain for my future kids. Thankfully my boyfriend didn't want to go on the trip so I went and it changed my life. I fell deeply in love with the Scottish land and met estranged cousins who have now become close family. Undecided on my life path, it was in London I dedicated myself to being a writer who would make a difference in the world while sitting in Hyde Park and read incredible literature on the Tube. I finally learned how to draw by sketching the Elgin marbles and saw Shakespeare on the Globe stage, a place I had read about as a childhood theater nerd countless times and wept at the incredible magnitude of humanity. Now I know more about Empire (Hey !!) and my relationship to my mothers, my parents, my body, my sexuality. But this obsession with virginity and abstinence still hurts me on a daily basis. Today it was a sting, remembering that my dad and I didn't used to have the relationship we have today and what it would have meant to me to have to miss that life-changing adventure because of my sexuality and my body. Sex is normal. Your body belongs to you. And we must stop lying to children about their bodies.",0,0
"The thing about emotional labor is that it generally goes unrecognized by those who receive it's benefits. It's simply the comfort of being thanked for doing chores, being reminded of to-do's, living in a clean home, or never running out of toilet paper. But it is a massive burden on the person who is laboring, and traditionally that falls on women almost entirely.  ",0,0
This is       ,0,0
"You might have asked yourself What are the different types of sexual harassment?"" Under Title VII of the Civil Rights Act of 1964, Sexual Harassment is a form of discrimination that is placed into two i) Quid pro quo ii) Hostile work environment To know more about this, watch our video Don't forget to like and comment",0,0
"So excited to share that author and upcoming artist Kish Writes  will be one of our panelists for WHEN WOMEN RUN Join us October 27th for a panel discussion highlighting the new era of and women entrepreneurship! Kish recently published her poetry book Bitter Sweetheart and were so excited to her about her creative journey. There will also be all women performances and a dance battle to close. You dont wanna miss out on this event, tickets in the link in our bio.",0,0
"Whether it be a job interview, a speech or even just going to school, you are capable of getting through this.  ",0,0
Starting TOMORROW I will be sharing why I believe IN DETAIL! So stay tuned. A lot more content is coming to this page including memes and some videos. ,0,0
"Oh noooo, not a potential tickle attack ... . . . . .",0,0
"Today I woke up to the disturbing memory of 5 years ago when some ""popular male youtubers"" decided it was cool to try and spread the rumour I was a ""Slut"" from what I thought was out of the blue... and then discover it was retaliation for going out with one of them and just deciding not to follow up. Cause if a girl decides maybe you're a bit rapey and not worth risking further, best thing to do is to try and ruin her reputation right? And seeing one of them now trying to sound like ""a feminist"" on camera makes me want to name and shame so much if I didn't have to care about my mental health first I would pull such a David and Goliath...",0,0
"SLutlana Vanderpump add Hoop Earrings to Slut Up Any Outfit! With hoop earrings, you're telling the world, ""I'm Down to Go Down"" See ya Friday, as I ask The Hard Questions to the top contestants competing to be *The Next Mr. & Mrs. Zombie 2019* at The 5th Annual Vault Of Horror Film Festival! Can't be there Friday? Come see me Be Punished for my Sins, LIVE, on Saturday! because authenticity is a form of Respect By Licensed Custom pro Me",0,0
So I guess I'll go back to posting 10/19/19,0,0
"is the same in every language, for every species, for every mama and her baby. In the dairy industry babies are forcefully and violently taken from their mothers upon being born every single day. Just like humans, female cows need to have babies to produce milk, they dont just produce milk naturally. When her baby gets taken away from her, a mama cows heart completely breaks, she will cry for it and mourn for it her baby will never get to drink the milk her body produced from her pregnancy even though that is what is natural to both of them. Its absolutely horrific how we exploit the natural birthing process of a female cow and her baby, just so we can drink her milk. Wake up world!! Please. This is so unnatural, cruel and horrific!! Dairy is !! Dairy is !! Cows milk is for baby cows NOT humans!!! Who do we think we are?? Animals are not here FOR us they are here WITH us. And if you think otherwise its time to grow up. - - -",0,0
"I've never, EVER had someone question if I fake playing . I wonder why .0 gets griefed for it? bastard.",0,0
When you eat blue grapes for the first time,0,0
"Heyy ! New cover duet, 4 hands  .laborie .hxdjab  Conquest of Paradise 1492, Christophe Colomb   ",0,0
I am a bitch How do you want me? From behind Or on my knees? I am a slut Please hold me down I'll be your noise This shit will fuck you up...,0,0
Here is my nonfiction ! All of these taught me something or something about myself in some way.  Everyday Sexism by 52 Women Who Changed Science & the World by Hyperbole & a Half by Allie Brosh Come As You Are by Invisible Data Bias In a World Designed for Men by  what are some of your nonfiction hidden gems? ,0,0
"Domesticity is Dead! Inspiration for my spoof book cover, 'Lidl Women' is of course Louisa May Alcotts Little Women. An important feminist text; subtle in its way, exploring the independence and agency of women in the man's world of 19th centur in the USA. Jo, an outspoken Tomboy refuses marriage, displays a rebellious spirit that endears us to her. This image shows pages from a first edition illustrated by Louisa's sister May, on which I have scrawled 'Domesticity is Dead'. This is a statement inflected from Nieztche's ""God is dead, and we killed it!"". In the 21st century, post , we feminists may be less subtle about the destruction of traditional notions of a pre- determined place in the world for each gender. 'Louisa May Shop', she might also say, ""You go effing shop, luv!"" SMART INK - Art that makes you think",0,0
 I want a gf  -,0,0
I'm meaner than my demonsblablablaa ~,0,0
Im watching for the second time w/ my daughter & realize to her untrained eye she is witnessing her first date rape. May this never be her future. Let us as a community be engaged and endeavor to have the courage to speak out to protect others always.,0,0
"Setelan tshirt boys printed korean style Harga 88.000,- Size Size----Age------Top Length-------------Bust-----------Pants Length---------Waist S-------6-12M----36cm/14.17""----52cm/20.47""----29cm/11.41""-----36cm/14.17"" M-------1-2T------37cm/14.56""-----54cm/21.20""----30cm/11.81""-----37cm/14.56"" L--------2-3T------39cm/15.35""-----58cm/22.83""----32cm/12.59""-----38cm/14.96"" XL------3-4T------41cm/16.14""-----60cm/23.62""----34cm/13.38""-----40cm/15.74"" Package including 1pc baby shirt + 1pc shorts",0,0
"A Florida teenager was denied entry into her senior year homecoming dance because she wore a jumpsuit instead of a dress. The dance, which was held for home-schooled students living in Tampa Bay, had a dress code that barred girls from wearing pants. Darcy Krueger, 17, told CNN that she was given the opportunity to attend the event if she changed into a dress, but she didnt want to support the rule. Darcys $50 ticket to the dance was refunded, but Melissa Krueger, Darcys mother, told CNN, The bigger question is, why cant a girl wear something other than a dress? This isnt Little House on the Prairie. (Photos by Melissa Krueger/Facebook)",1,2
"WhatsApp (11) 94214-2754 LINDO VESTIDO Tamanho P M, com bojo.",0,0
beat my meat - - - - -,0,0
"If you cant see it, you cant be it. Thats not new, but neither sadly is the recent finding that astronaut is still way down the list of career aspirations for young girls at around 10%, despite the work being done to encourage more women in STEM (study by LEGO). So how can we encourage all children to believe they can be an astronaut, should they want to be? Well, if we want change, we need to take responsibility to effect it ourselves. Another recent study by toy brand Mattel showed that 80% of parents lacked knowledge of STEM careers for their children to aspire to, and this was even more the case when it came to parents knowledge of any female STEM role models. So, as parents and caregivers, lets build our knowledge of the possible careers for our children, regardless of gender, and actively help raise awareness of the role models out there in careers that defy the traditional gender norms. Heres a quote from one such individual - engineer and retired NASA astronaut",1,1
"// Follow Follow Slut - A word used by boys to describe a girl's character these days She wears short clothes, she is a slut! She is going for a late night party, she is a slut! She is talking with more than one guy, she is a slut! She is not a virgin, she is a slut! She is having more male friends, she is a slut! And now a days, even if a girl is wearing an off shoulder top, you guys label her as a slut! She is not a slut...Come on every one is having freedom to live.. Rather I should say that your minds are filled with dirt. Everytime when a girl decides to live her life in her own way, she is labelled as a slut by some knuckleheads. STOP THIS SLUT SHAMING Do you guys ever realise how bad a girl feels, when she is called a Slut? Just because she wanted to live her life freely? Life seems meaningless to her. She regrets being born as a girl. .I want you to know that you are beautiful no matter what others say to you. No one deserves to feel even for a second that they are worthless in this world. Never give anyone the ability to bring you down or allow you to think you are not good enough. Each and every one of us were placed on this Earth with a purpose...No one can heal themselves by wounding others. Our words must be used to encourage others, not destroy them. We do not know the struggles and hardships others may be experiencing. It is important to always be mindful of the feelings of others. Do not be afraid to be yourself because that is what makes you special. You can achieve anything you set your mind to. This is your life, it is up to you to paint it the way you would like it to be  So Dear Girls, Don't hold back your feelings and awesomeness just because of some cheap and mentally disturbed craps...Don't just walk away, just give them a tight slap give that person a nice lesson, lets your hands do the talking and at last just ask a question...Ghar meh maa behan nai hai kya ? // . Trust the journey! . .",1,1
"Dear Society, Associating things with gender is the root cause of strengthening sexism. It is so deeply associated with so many spheres of our lives, that most of the sexist notion go unnoticed and sometimes ignored. It's important to become informed about those notions. Until, we don't talk about those sexist thoughts and behaviours, we may never solve the problems that plague our society. It is important to acknowledge such problems.",1,1
Good pm Sydney . It was a fantastic and beautiful wedding. Bridesmaids by This babe ,0,0
"Almost every woman I know, no matter their age, race or colour, has faced some form of disrespect or mistreatment in her life. With each womans story, I just got angrier and angrier. This is for you guys. .shafi .inc",1,2
"results suggest that on Twitter, blaming survivors of assault is a more popular position than supporting them . .",0,0
